paper,idstudy,idcoeff,rra,se,tstat,perstudy,pubyear,pyear,exp,ez,panel,csection,start,end,timespan,obs,avyear,midpoint,monthly,quarterly,annual,uk,us,eu,asia,developing,others,country,sepdur,totalc,ndsothers,nd,nds,durable,longrisk,fixed_ies,implied,exact,second,gmm,ml,ols,gls,ols_gls,ogmls,simul,stockhold,nonstockhold,firstlag,seclag,instrument,mreturn,consinclude,incomeincl,hcapital,top,econjournal,finjournal,gcits,yearcits
Gomes and Riberio (2015),61,9,1.035,0.326,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,10,0.601,0.286,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,11,0.857,0.633,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,12,0.625,0.44,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,13,0.986,0.318,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,14,0.768,0.193,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,15,0.871,0.387,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,16,0.89,0.258,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,17,0.1926,0.9,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,18,1.447,0.523,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,19,0.726,0.306,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,20,0.862,0.252,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,21,0.908,0.388,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,22,0.695,0.307,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,23,1.288,0.439,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Gomes and Riberio (2015),61,24,0.869,0.691,,24,2015,26,0,1,0,0,1952,2000,49,196,1976.0,45.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,16,2.2857142857142856
Jeong et al. (2015),62,1,4.943,0.724,,34,2015,26,0,1,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,2,0.192,2.783,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,3,4.943,0.724,,34,2015,26,0,1,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,4,2.586,1.433,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,5,14.743,2.576,,34,2015,26,0,1,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,6,7.397,1.091,,34,2015,26,0,1,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,7,5.089,2.976,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,8,1.454,1.46,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,9,14.757,2.156,,34,2015,26,0,1,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,10,7.399,1.083,,34,2015,26,0,1,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,11,7.756,3.64,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,12,3.687,1.73,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,13,6.85,4.823,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,14,4.067,1.931,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,15,3.065,4.347,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,16,1.03,1.839,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,17,0.0,362.044,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,18,8.036,1.12,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,19,11.427,1.646,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,20,13.426,1.952,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,21,14.612,2.131,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,22,0.0,365.419,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,23,8.046,1.124,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,24,11.443,1.651,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,25,13.44,1.956,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,26,14.626,2.136,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,27,4.62,1.678,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,28,6.446,2.513,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,29,7.541,2.994,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,30,8.201,3.291,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,31,4.618,1.681,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,32,6.417,2.508,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,33,7.502,2.984,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Jeong et al. (2015),62,34,8.157,3.279,,34,2015,26,0,0,0,0,1960,2006,47,17155,1983.0,52.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,75,10.714285714285714
Kwan et al. (2015),63,1,1.2594,0.2537,,2,2015,26,0,1,0,0,1983,2013,31,124,1998.0,67.5,0,1,0,0,0,0,1,0,0,Hong Kong,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32,4.571428571428571
Kwan et al. (2015),63,2,1.4397,0.1992,,2,2015,26,0,1,0,0,1983,2013,31,124,1998.0,67.5,0,1,0,0,0,0,1,0,0,Hong Kong,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32,4.571428571428571
Thimme and Völkert (2015),64,1,55.104,20.016,,14,2015,26,0,1,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,2,31.075,10.723,,14,2015,26,0,1,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,3,21.843,7.39,,14,2015,26,0,1,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,4,7.016,42.873,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,5,2.295,26.836,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,6,0.819,19.217,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,7,-0.0688,31.439,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,8,2.295,26.836,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,9,-6.615,23.7,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,10,-35.51,15.513,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,11,-20.337,26.166,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,12,-26.038,12.831,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,13,-2.166,8.432,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Thimme and Völkert (2015),64,14,-14.123,6.958,,14,2015,26,0,0,0,0,1952,2011,60,240,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4.428571428571429
Albuquerque et al. (2016),65,1,1.516,0.0306,,2,2016,27,0,1,0,0,1929,2011,83,83,1970.0,39.5,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,171,28.5
Albuquerque et al. (2016),65,2,2.3961,0.1124,,2,2016,27,0,1,0,0,1929,2011,83,83,1970.0,39.5,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,171,28.5
Augustin and Tedongap (2016),66,1,0.82692,0.0011,,4,2016,27,0,1,1,0,2003,2010,8,433200,2006.5,76.0,1,0,0,0,0,0,0,0,1,OECD,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,71,11.833333333333334
Augustin and Tedongap (2016),66,2,7.1713,0.0642,,4,2016,27,0,1,1,0,2003,2010,8,433200,2006.5,76.0,1,0,0,0,0,0,0,0,1,OECD,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,71,11.833333333333334
Augustin and Tedongap (2016),66,3,4.9081,0.0054,,4,2016,27,0,0,1,0,2003,2010,8,433200,2006.5,76.0,1,0,0,0,0,0,0,0,1,OECD,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,71,11.833333333333334
Augustin and Tedongap (2016),66,4,5.0614,0.1294,,4,2016,27,0,0,1,0,2003,2010,8,433200,2006.5,76.0,1,0,0,0,0,0,0,0,1,OECD,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,71,11.833333333333334
Bansal et al. (2016),67,1,9.67,1.44,,5,2016,27,0,1,0,0,1930,2015,86,86,1972.5,42.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,130,21.666666666666668
Bansal et al. (2016),67,2,7.98,1.94,,5,2016,27,0,1,0,0,1930,2015,86,86,1972.5,42.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,130,21.666666666666668
Bansal et al. (2016),67,3,13.83,3.42,,5,2016,27,0,1,0,0,1930,2015,86,86,1972.5,42.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,130,21.666666666666668
Bansal et al. (2016),67,4,7.45,0.75,,5,2016,27,0,1,0,0,1948,2015,68,272,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,130,21.666666666666668
Bansal et al. (2016),67,5,8.66,2.0,,5,2016,27,0,1,0,0,1948,2015,68,272,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,130,21.666666666666668
Biswas and Mandal (2016),68,1,6.1784,0.7336,,1,2016,27,0,1,0,0,1991,1995,5,1264,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0
Cooper and Zhu (2016),69,1,4.409,0.156,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,2,6.249,14.58,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,3,4.58,0.223,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,4,4.141,0.052,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,5,4.17,0.271,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,6,4.712,0.053,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,7,4.429,0.076,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,8,4.112,0.242,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,9,4.536,0.098,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,10,4.094,0.19,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,11,4.697,0.396,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,12,4.253,0.51,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
Cooper and Zhu (2016),69,13,4.686,0.073,,13,2016,27,0,1,1,0,1996,2007,12,8715,2001.5,71.0,0,0,1,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,7.5
