AUTHOR,ID,OUTPUT,dep_var,GDP_pc,GDP_growth,GDP_nr,EXP_VAR,RES_ABUNDANCE,NATURALR,POINTR,OILR,EFFECT_SIZE,EFFECT_SIZE_SE,BETA_INTERACTION,INTERACTION_SE,INSTITUTION_MEAN,NO_EXP,NO_OBS,NO_COUNTRY,NO_TIME,INST_TYPE,INSTITUTION,INTERACTION,INVESTMENT,SCHOOLING,TOT,OPENNESS,iGDP,OLS,ENDOGENEITY,sxp,DUMMY60,DUMMY70,DUMMY80,DUMMY90,DUMMY00,YEAR,GOOGLE,IDEASREPEC,MODEL,METHOD,REVIEW,REGION,INDEX,LITERATURE,NO_STUDY,DF,SXP,SXP_SE,TSTAT,PCC,PCC_SE,prec,invperst,INVSE,SXPSE,CROSS,PANEL,TIME_SERIES,instrument,NO_OBSSE,NO_EXPSE,DFSE,NO_COUNTRYSE,NO_TIMESE,YEARSE,INDEXSE,GOOGLESE,REVIEWSE,INSTITUTIONSE,INTERACTIONSE,TOTSE,OPENNESSE,iGDPSE,INVESTMENTSE,SCHOOLINGSE,NATURALRSE,POINTRSE,OILRSE,GDPpcSE,GDPgrowthSE,GDPnrSE,CROSSSE,PANELSE,TIME_SERISSE,ENDOGENEITYSE,OLSSE,REGIONSE,DUMMY60SE,DUMMY70SE,DUMMY80SE,DUMMY90SE,DUMMY00SE,IV,IVSE,LN_NO_OBS,LN_NO_EXP,LN_NO_COUNTRY,LN_NO_TIME,LN_YEAR,LN_INDEX,LN_GOOGLE,LN_NO_OBSSE,LN_NO_EXPSE,LN_NO_COUNTRYSE,LN_NO_TIMESE,LN_YEARSE,LN_INDEXSE,LN_GOOGLESE,LN_DF,RES_ABUNDANCESE
Ding and Field,36,2,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,Natural resource capital per capita - 1994. ,1.0,1,0,0,-0.29,0.043,0.0,0.0,0.0,6,95,95,1,,0,0,1,0,0,0,1,1.0,0,-0.29,0,1,0,0,0,2005,114,24,cross-sectional,OLS,1,1,0.115,,3,89.0,-0.29,0.043,-6.7441854,-0.5815595,0.08623124,134.48404,0.33333334,11.596725,-6.7441854,1.0,0.0,0.0,0.10599979,1101.689,69.58035,1032.1085,1101.689,11.596725,23251.434,1.3336234,1322.0267,11.596725,0.0,0.0,0.0,0.0,11.596725,11.596725,0.0,11.596725,0.0,0.0,11.596725,11.596725,0.0,11.596725,0.0,0.0,0.0,11.596725,11.596725,0.0,11.596725,0.0,0.0,0.0,,,4.564348,1.9459101,4.564348,0.6931472,7.603898,0.108854406,4.744932,52.93149,22.566185,52.93149,8.038238,88.18032,1.2623546,55.025677,4.4998097,11.596725
Ding and Field,36,3,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,Natural resource capital per capita - 1994. ,1.0,1,0,0,-0.06,0.413,0.0,0.0,0.0,7,95,95,1,,0,0,1,0,0,0,1,1.0,0,-0.06,0,1,0,0,0,2005,114,24,cross-sectional,OLS,1,1,0.155,,3,88.0,-0.06,0.413,-0.14527845,-0.015484879,0.10658758,88.021095,0.33333334,9.381956,-0.14527845,1.0,0.0,0.0,0.10660036,891.2858,65.67369,825.6121,891.2858,9.381956,18810.822,1.4542031,1069.543,9.381956,0.0,0.0,0.0,0.0,9.381956,9.381956,0.0,9.381956,0.0,0.0,9.381956,9.381956,0.0,9.381956,0.0,0.0,0.0,9.381956,9.381956,0.0,9.381956,0.0,0.0,0.0,,,4.564348,2.0794415,4.564348,0.6931472,7.603898,0.14410034,4.744932,42.822514,19.50923,42.822514,6.5030766,71.33944,1.351943,44.516747,4.4886365,9.381956
Gylfason and Zoega,37,1,Growth of GNP Per Capita Per Year 19651998,1,1,0,Natural capital share in 1994 ,1.0,1,0,0,-0.08,0.013793103448275864,0.0,0.0,0.0,7,85,85,1,,0,0,1,1,0,0,1,0.0,1,-0.08,0,0,1,0,0,2006,339,291,cross-sectional,SUR,1,1,0.097,"Gylfason, T. & G. Zoega (2006): Natural Resources and Economic Growth: The Role of Investment.""The World Economy 29(8): pp. 1091{1115.",2,78.0,-0.08,0.013793103,-5.7999997,-0.54893136,0.09464334,111.640015,0.5,10.565984,-5.7999997,1.0,0.0,0.0,0.1132277,898.10864,73.96188,824.1467,898.10864,10.565984,21195.363,1.0249004,3581.8687,10.565984,0.0,0.0,0.0,0.0,10.565984,10.565984,10.565984,10.565984,0.0,0.0,10.565984,10.565984,0.0,10.565984,0.0,0.0,10.565984,0.0,10.565984,0.0,0.0,10.565984,0.0,0.0,,,4.454347,2.0794415,4.454347,0.6931472,7.6043963,0.09257918,5.8289456,47.06456,21.971346,47.06456,7.323782,80.34793,0.9781901,61.588547,4.3694477,10.565984
Gylfason and Zoega,37,2,Growth of GNP Per Capita Per Year 19651998,1,1,0,Natural capital share in 1994 ,1.0,1,0,0,-0.13,0.014772727272727272,0.0,0.0,0.0,4,85,85,1,,0,0,1,1,0,0,1,0.0,1,-0.13,0,0,1,0,0,2006,339,91,cross-sectional,SUR,1,1,0.097,,2,81.0,-0.13,0.014772727,-8.8,-0.69911766,0.07944518,158.44,0.5,12.587296,-8.8,1.0,0.0,0.0,0.11111111,1069.9202,50.349182,1019.5709,1069.9202,12.587296,25250.115,1.2209677,4267.0933,12.587296,0.0,0.0,0.0,0.0,12.587296,12.587296,12.587296,12.587296,0.0,0.0,12.587296,12.587296,0.0,12.587296,0.0,0.0,12.587296,0.0,12.587296,0.0,0.0,12.587296,0.0,0.0,,,4.454347,1.609438,4.454347,0.6931472,7.6043963,0.09257918,5.8289456,56.068184,20.25847,56.068184,8.724849,95.71878,1.1653215,73.37066,4.406719,12.587296
Isham et. al.,38,1,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-6.16,1.5323383084577116,0.0,0.0,0.0,5,87,87,1,,0,0,1,0,0,1,1,0.0,0,-6.16,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,"Isham, J., M. Woolcock, L. Pritchett, & G. Busby (2005): The Varieties of Resource Experience: Natural Resource Export Structures and the Political Economy of Economic Growth."" World Bank Economic Review 19(2): pp. 141-174.",12,82.0,-6.16,1.5323383,-4.02,-0.4057494,0.10093269,98.1604,0.083333336,9.907593,-4.02,1.0,0.0,0.0,0.11043153,861.9606,49.537964,812.4226,861.9606,9.907593,19864.725,7.747738,7004.6685,9.907593,0.0,0.0,0.0,9.907593,9.907593,9.907593,0.0,9.907593,0.0,0.0,9.907593,9.907593,0.0,9.907593,0.0,0.0,0.0,0.0,9.907593,0.0,0.0,9.907593,0.0,0.0,1.0,9.907593,4.477337,1.7917595,4.477337,0.6931472,7.603898,0.5777363,6.562444,44.35963,17.752024,44.35963,6.86742,75.33633,5.723976,65.01803,4.4188404,0.0
Isham et. al.,38,2,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-5.74,1.5185185185185186,0.0,0.0,0.0,5,87,87,1,,0,0,1,0,0,1,1,0.0,0,-5.74,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,82.0,-5.74,1.5185186,-3.7799997,-0.38521641,0.10190911,96.28841,0.083333336,9.812666,-3.7799997,1.0,0.0,0.0,0.11043153,853.7019,49.063328,804.63855,853.7019,9.812666,19674.395,7.6735044,6937.5547,9.812666,0.0,0.0,0.0,9.812666,9.812666,9.812666,0.0,9.812666,0.0,0.0,9.812666,9.812666,0.0,9.812666,0.0,0.0,0.0,0.0,9.812666,0.0,0.0,9.812666,0.0,0.0,1.0,9.812666,4.477337,1.7917595,4.477337,0.6931472,7.603898,0.5777363,6.562444,43.93461,17.581936,43.93461,6.8016214,74.61451,5.669133,64.39507,4.4188404,0.0
Isham et. al.,38,3,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-6.69,1.2320441988950277,0.0,0.0,0.0,5,87,87,1,,0,0,1,0,0,1,1,0.0,0,-6.69,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,82.0,-6.69,1.2320442,-5.43,-0.5142707,0.09470916,111.4849,0.083333336,10.558641,-5.43,1.0,0.0,0.0,0.11043153,918.60175,52.793205,865.8086,918.60175,10.558641,21170.076,8.256857,7464.959,10.558641,0.0,0.0,0.0,10.558641,10.558641,10.558641,0.0,10.558641,0.0,0.0,10.558641,10.558641,0.0,10.558641,0.0,0.0,0.0,0.0,10.558641,0.0,0.0,10.558641,0.0,0.0,1.0,10.558641,4.477337,1.7917595,4.477337,0.6931472,7.603898,0.5777363,6.562444,47.274593,18.918545,47.274593,7.318692,80.28683,6.1001105,69.29049,4.4188404,0.0
Isham et. al.,38,4,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-14.34,3.4061757719714962,15.4,6.416666666666667,0.58,5,87,87,1,rule of law,1,1,1,0,0,1,1,0.0,1,-5.4079999999999995,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,82.0,-5.408,5.04508,-1.0719354,-0.117554694,0.10966583,83.149055,0.083333336,9.11861,-1.0719354,1.0,0.0,0.0,0.11043153,793.3191,45.593052,747.7261,793.3191,9.11861,18282.814,7.130753,6446.8574,9.11861,9.11861,9.11861,0.0,9.11861,9.11861,9.11861,0.0,9.11861,0.0,0.0,9.11861,9.11861,0.0,9.11861,0.0,0.0,9.11861,0.0,9.11861,0.0,0.0,9.11861,0.0,0.0,1.0,9.11861,4.477337,1.7917595,4.477337,0.6931472,7.603898,0.5777363,6.562444,40.82709,16.338356,40.82709,6.320539,69.33698,5.268152,59.84037,4.4188404,0.0
Isham et. al.,38,5,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-17.71,5.6044303797468356,29.43,11.06390977443609,0.58,6,87,87,1,rule of law,1,1,1,0,0,1,1,0.0,1,-0.6406000000000027,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,81.0,-0.64059985,8.519882,-0.075188816,-0.008354021,0.11110723,81.00566,0.083333336,9.000315,-0.075188816,1.0,0.0,0.0,0.11111111,783.02734,54.001884,729.02545,783.02734,9.000315,18045.63,7.0382457,6363.222,9.000315,9.000315,9.000315,0.0,9.000315,9.000315,9.000315,0.0,9.000315,0.0,0.0,9.000315,9.000315,0.0,9.000315,0.0,0.0,9.000315,0.0,9.000315,0.0,0.0,9.000315,0.0,0.0,1.0,9.000315,4.477337,1.9459101,4.477337,0.6931472,7.603898,0.5777363,6.562444,40.29744,17.513803,40.29744,6.2385426,68.43747,5.1998086,59.06406,4.406719,0.0
Isham et. al.,38,6,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-10.92,3.4556962025316453,11.01,5.983695652173913,0.58,6,59,59,1,rule of law,1,1,1,0,0,1,1,0.0,1,-4.5342,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,53.0,-4.5341997,4.897602,-0.92579997,-0.12615244,0.13626318,53.8571,0.083333336,7.33874,-0.92579997,1.0,0.0,0.0,0.13736056,432.98566,44.03244,388.95322,432.98566,7.33874,14714.173,5.7388945,5188.4893,7.33874,7.33874,7.33874,0.0,7.33874,7.33874,7.33874,0.0,7.33874,0.0,0.0,7.33874,7.33874,0.0,7.33874,0.0,0.0,7.33874,0.0,7.33874,0.0,0.0,7.33874,0.0,0.0,1.0,7.33874,4.0943446,1.9459101,4.0943446,0.6931472,7.603898,0.5777363,6.562444,30.047329,14.280528,30.047329,5.086827,55.80303,4.2398567,48.160072,3.988984,0.0
Isham et. al.,38,7,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-16.35,4.40700808625337,18.31,7.8247863247863245,0.58,7,76,76,1,rule of law,1,1,1,0,0,1,1,0.0,1,-5.7302000000000035,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,69.0,-5.7302003,6.326024,-0.9058139,-0.10840455,0.1196764,69.820496,0.083333336,8.355866,-0.9058139,1.0,0.0,0.0,0.120385855,635.04584,58.491062,576.55475,635.04584,8.355866,16753.512,6.5342875,5907.597,8.355866,8.355866,8.355866,0.0,8.355866,8.355866,8.355866,0.0,8.355866,0.0,0.0,8.355866,8.355866,0.0,8.355866,0.0,0.0,8.355866,0.0,8.355866,0.0,0.0,8.355866,0.0,0.0,1.0,8.355866,4.3438053,2.0794415,4.3438053,0.6931472,7.603898,0.5777363,6.562444,36.296257,17.375536,36.296257,5.791845,63.537155,4.8274875,54.834904,4.248495,0.0
Isham et. al.,38,8,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-13.7,3.425,15.86,6.4734693877551015,0.58,7,86,86,1,rule of law,1,1,1,0,0,1,1,0.0,1,-4.501200000000001,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,79.0,-4.5012,5.0821,-0.8856969,-0.099157594,0.111954324,79.78445,0.083333336,8.932214,-0.8856969,1.0,0.0,0.0,0.11250879,768.1704,62.525497,705.6449,768.1704,8.932214,17909.09,6.9849916,6315.075,8.932214,8.932214,8.932214,0.0,8.932214,8.932214,8.932214,0.0,8.932214,0.0,0.0,8.932214,8.932214,0.0,8.932214,0.0,0.0,8.932214,0.0,8.932214,0.0,0.0,8.932214,0.0,0.0,1.0,8.932214,4.465908,2.0794415,4.465908,0.6931472,7.603898,0.5777363,6.562444,39.890446,18.574017,39.890446,6.191339,67.91965,5.160465,58.617157,4.3820267,0.0
Isham et. al.,38,9,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,14.78,3.4694835680751175,16.84,6.6039215686274515,0.58,7,84,84,1,rule of law,1,1,1,0,0,1,1,0.0,1,24.547199999999997,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,77.0,24.5472,5.1680093,4.7498364,0.4760298,0.100220256,99.56094,0.083333336,9.978023,4.7498364,1.0,0.0,0.0,0.11396058,838.15393,69.84616,768.30774,838.15393,9.978023,20005.936,7.802814,7054.462,9.978023,9.978023,9.978023,0.0,9.978023,9.978023,9.978023,0.0,9.978023,0.0,0.0,9.978023,9.978023,0.0,9.978023,0.0,0.0,9.978023,0.0,9.978023,0.0,0.0,9.978023,0.0,0.0,1.0,9.978023,4.4426513,2.0794415,4.4426513,0.6931472,7.603898,0.5777363,6.562444,44.328876,20.748714,44.328876,6.9162383,75.87187,5.764666,65.48022,4.356709,0.0
Isham et. al.,38,10,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-16.25,4.513888888888888,19.01,7.8879668049792535,0.58,9,74,74,1,rule of law,1,1,1,0,0,1,1,0.0,1,-5.2242,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,65.0,-5.2242,6.426975,-0.8128552,-0.100313716,0.123409085,65.660736,0.083333336,8.103131,-0.8128552,1.0,0.0,0.0,0.12403473,599.6317,72.92818,526.70355,599.6317,8.103131,16246.778,6.3366485,5728.9136,8.103131,8.103131,8.103131,0.0,8.103131,8.103131,8.103131,0.0,8.103131,0.0,0.0,8.103131,8.103131,0.0,8.103131,0.0,0.0,8.103131,0.0,8.103131,0.0,0.0,8.103131,0.0,0.0,1.0,8.103131,4.317488,2.3025851,4.317488,0.6931472,7.603898,0.5777363,6.562444,34.985172,18.65815,34.985172,5.6166625,61.615383,4.6814733,53.176346,4.189655,0.0
Isham et. al.,38,11,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-10.57,1.507845934379458,0.0,0.0,0.0,5,87,87,1,,0,0,1,0,0,1,1,0.0,0,-10.57,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,82.0,-10.57,1.5078459,-7.01,-0.6121393,0.08732372,131.14012,0.083333336,11.451643,-7.01,1.0,0.0,0.0,0.11043153,996.2929,57.258213,939.03467,996.2929,11.451643,22960.543,8.955184,8096.311,11.451643,0.0,0.0,0.0,11.451643,11.451643,11.451643,0.0,11.451643,0.0,0.0,11.451643,11.451643,0.0,11.451643,0.0,0.0,0.0,0.0,11.451643,0.0,0.0,11.451643,0.0,0.0,1.0,11.451643,4.477337,1.7917595,4.477337,0.6931472,7.603898,0.5777363,6.562444,51.27286,20.518589,51.27286,7.9376736,87.077126,6.6160297,75.150764,4.4188404,0.0
Isham et. al.,38,12,Avearge growth in per capita GDP from 1970 to 1990;,1,1,0,The share of exports of primary products in GNP in 1970,0.0,1,0,0,-16.36,3.233201581027668,1.96,0.9751243781094528,0.58,5,87,87,1,rule of law,1,1,1,0,0,1,1,0.0,1,-15.2232,0,0,1,0,0,2005,707,112,cross-sectional,IV,1,1,0.782,,12,82.0,-15.2232,3.2822957,-4.6379733,-0.45586413,0.09828951,103.510796,0.083333336,10.174026,-4.6379733,1.0,0.0,0.0,0.11043153,885.1402,50.87013,834.2701,885.1402,10.174026,20398.922,7.956088,7193.036,10.174026,10.174026,10.174026,0.0,10.174026,10.174026,10.174026,0.0,10.174026,0.0,0.0,10.174026,10.174026,0.0,10.174026,0.0,0.0,10.174026,0.0,10.174026,0.0,0.0,10.174026,0.0,0.0,1.0,10.174026,4.477337,1.7917595,4.477337,0.6931472,7.603898,0.5777363,6.562444,45.55254,18.229406,45.55254,7.0520973,77.36225,5.877904,66.76647,4.4188404,0.0
Boshcini et.al.,39,1,GDP growth 1965-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-6.658,4.039,7.121,6.952,0.532,20,75,75,1,ICRG,1,1,1,1,0,1,1,1.0,0,-2.869628,0,0,1,0,0,2013,31,13,cross-sectional,OLS,1,1,0.093,"Boschini et. al. 2013, The Resource Curse and its Potential Reversal, World Development Vol 43",80,55.0,-2.8696282,5.4765096,-0.52398854,-0.0704789,0.13450466,55.274567,0.0125,7.4346867,-0.52398854,1.0,0.0,0.0,0.13483997,557.6015,148.69373,408.90778,557.6015,7.4346867,14966.024,0.69142586,230.47528,7.4346867,7.4346867,7.4346867,0.0,7.4346867,7.4346867,7.4346867,7.4346867,7.4346867,0.0,0.0,0.0,7.4346867,0.0,7.4346867,0.0,0.0,0.0,7.4346867,7.4346867,0.0,0.0,7.4346867,0.0,0.0,,,4.3307333,3.0445225,4.3307333,0.6931472,7.607878,0.08892621,3.465736,32.197643,22.63507,32.197643,5.153332,56.56219,0.66113853,25.76666,4.0253515,0.0
Boshcini et.al.,39,2,GDP growth 1975-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-5.208,4.582,7.016,8.225,0.532,20,75,75,1,ICRG,1,1,1,1,0,1,1,1.0,0,-1.475488,0,0,0,1,0,2013,31,13,cross-sectional,OLS,1,1,0.093,,80,55.0,-1.4754881,6.33573,-0.23288366,-0.031386554,0.13477354,55.054237,0.0125,7.419854,-0.23288366,1.0,0.0,0.0,0.13483997,556.4891,148.39708,408.09198,556.4891,7.419854,14936.167,0.6900464,230.01549,7.419854,7.419854,7.419854,0.0,7.419854,7.419854,7.419854,7.419854,7.419854,0.0,0.0,0.0,7.419854,0.0,7.419854,0.0,0.0,0.0,7.419854,7.419854,0.0,0.0,0.0,7.419854,0.0,,,4.3307333,3.0445225,4.3307333,0.6931472,7.607878,0.08892621,3.465736,32.13341,22.589912,32.13341,5.143051,56.44935,0.65981954,25.715256,4.0253515,0.0
Boshcini et.al.,39,3,GDP growth 1985-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-8.811,10.372,15.127,15.835,0.532,20,75,75,1,ICRG,1,1,1,1,0,1,1,1.0,0,-0.7634359999999987,0,0,0,1,0,2013,31,13,cross-sectional,OLS,1,1,0.093,,80,55.0,-0.7634361,13.362105,-0.057134416,-0.0077037746,0.13483597,55.00326,0.0125,7.4164186,-0.057134416,1.0,0.0,0.0,0.13483997,556.2314,148.32837,407.903,556.2314,7.4164186,14929.25,0.6897269,229.90897,7.4164186,7.4164186,7.4164186,0.0,7.4164186,7.4164186,7.4164186,7.4164186,7.4164186,0.0,0.0,0.0,7.4164186,0.0,7.4164186,0.0,0.0,0.0,7.4164186,7.4164186,0.0,0.0,0.0,7.4164186,0.0,,,4.3307333,3.0445225,4.3307333,0.6931472,7.607878,0.08892621,3.465736,32.11853,22.579453,32.11853,5.1406693,56.42321,0.659514,25.703348,4.0253515,0.0
Boshcini et.al.,39,4,GDP growth 1965-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-5.109,3.368,5.159,6.689,0.532,20,488,75,8,ICRG,1,1,1,1,0,1,1,1.0,0,-2.3644119999999997,0,0,1,0,0,2013,31,13,panel,OLS,1,1,0.093,,80,468.0,-2.364412,4.899662,-0.48256636,-0.02230109,0.046213523,468.23282,0.0125,21.638689,-0.48256636,0.0,1.0,0.0,0.046225015,10559.68,432.77377,10126.906,1622.9016,173.10951,43558.68,2.012398,670.7993,21.638689,21.638689,21.638689,0.0,21.638689,21.638689,21.638689,21.638689,21.638689,0.0,0.0,0.0,21.638689,0.0,0.0,21.638689,0.0,0.0,21.638689,21.638689,0.0,0.0,21.638689,0.0,0.0,,,6.1923623,3.0445225,4.3307333,2.1972246,7.607878,0.08892621,3.465736,133.9946,65.87947,93.71139,47.54506,164.6245,1.9242465,74.99398,6.150603,0.0
Boshcini et.al.,39,5,GDP growth 1965-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-8.355,4.97,15.6,8.157,0.532,20,1506,75,40,ICRG,1,1,1,1,0,1,1,1.0,0,-0.05579999999999963,0,0,1,0,0,2013,31,13,panel,OLS,1,1,0.093,,80,1486.0,-0.055799797,6.5979066,-0.008457197,-0.0002193901,0.025941232,1486.0,0.0125,38.54867,-0.008457197,0.0,1.0,0.0,0.025941232,58054.297,770.9734,57283.324,2891.1501,1541.9468,77598.48,3.5850263,1195.0088,38.54867,38.54867,38.54867,0.0,38.54867,38.54867,38.54867,38.54867,38.54867,0.0,0.0,0.0,38.54867,0.0,0.0,38.54867,0.0,0.0,38.54867,38.54867,0.0,0.0,38.54867,0.0,0.0,,,7.3178763,3.0445225,4.3307333,3.713572,7.607878,0.08892621,3.465736,282.0944,117.3623,166.94402,143.15326,293.2736,3.427987,133.5995,7.304516,0.0
Boshcini et.al.,39,6,GDP growth 1965-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-6.131,2.468,5.465,3.314,0.502,20,75,75,1,Polity,1,1,1,1,0,1,1,1.0,0,-3.38757,0,0,1,0,0,2013,31,13,cross-sectional,OLS,1,1,0.093,,80,55.0,-3.38757,2.976354,-1.138161,-0.15169357,0.13327955,56.29541,0.0125,7.5030265,-1.138161,1.0,0.0,0.0,0.13483997,562.727,150.06053,412.66647,562.727,7.5030265,15103.593,0.6977815,232.59383,7.5030265,7.5030265,7.5030265,0.0,7.5030265,7.5030265,7.5030265,7.5030265,7.5030265,0.0,0.0,0.0,7.5030265,0.0,7.5030265,0.0,0.0,0.0,7.5030265,7.5030265,0.0,0.0,7.5030265,0.0,0.0,,,4.3307333,3.0445225,4.3307333,0.6931472,7.607878,0.08892621,3.465736,32.493607,22.843134,32.493607,5.2007017,57.082115,0.66721576,26.00351,4.0253515,0.0
Boshcini et.al.,39,7,GDP growth 1975-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-4.976,1.963,6.574,2.507,0.502,20,75,75,1,Polity,1,1,1,1,0,1,1,1.0,0,-1.675852,0,0,0,1,0,2013,31,13,cross-sectional,OLS,1,1,0.093,,80,55.0,-1.6758521,2.3317862,-0.71869886,-0.09645746,0.13421123,55.51653,0.0125,7.4509416,-0.71869886,1.0,0.0,0.0,0.13483997,558.8206,149.01883,409.8018,558.8206,7.4509416,14998.745,0.69293755,230.97919,7.4509416,7.4509416,7.4509416,0.0,7.4509416,7.4509416,7.4509416,7.4509416,7.4509416,0.0,0.0,0.0,7.4509416,0.0,7.4509416,0.0,0.0,0.0,7.4509416,7.4509416,0.0,0.0,0.0,7.4509416,0.0,,,4.3307333,3.0445225,4.3307333,0.6931472,7.607878,0.08892621,3.465736,32.26804,22.684559,32.26804,5.164599,56.685856,0.662584,25.822996,4.0253515,0.0
Boshcini et.al.,39,8,GDP growth 1985-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-3.147,4.909,2.708,4.28,0.502,20,75,75,1,Polity,1,1,1,1,0,1,1,1.0,0,-1.7875839999999996,0,0,0,1,0,2013,31,13,cross-sectional,OLS,1,1,0.093,,80,55.0,-1.7875841,5.3585997,-0.33359164,-0.04493605,0.13470377,55.11128,0.0125,7.423697,-0.33359164,1.0,0.0,0.0,0.13483997,556.7773,148.47394,408.30334,556.7773,7.423697,14943.902,0.6904038,230.13461,7.423697,7.423697,7.423697,0.0,7.423697,7.423697,7.423697,7.423697,7.423697,0.0,0.0,0.0,7.423697,0.0,7.423697,0.0,0.0,0.0,7.423697,7.423697,0.0,0.0,0.0,7.423697,0.0,,,4.3307333,3.0445225,4.3307333,0.6931472,7.607878,0.08892621,3.465736,32.15005,22.601614,32.15005,5.1457148,56.478584,0.66016126,25.728575,4.0253515,0.0
Boshcini et.al.,39,9,GDP growth 1965-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-4.721,1.604,4.801,2.455,0.502,20,488,75,8,Polity,1,1,1,1,0,1,1,1.0,0,-2.310898,0,0,1,0,0,2013,31,13,panel,OLS,1,1,0.093,,80,468.0,-2.3108978,2.0227828,-1.142435,-0.05273559,0.046160694,469.30518,0.0125,21.663452,-1.142435,0.0,1.0,0.0,0.046225015,10571.765,433.26904,10138.496,1624.7589,173.30762,43608.53,2.0147011,671.567,21.663452,21.663452,21.663452,0.0,21.663452,21.663452,21.663452,21.663452,21.663452,0.0,0.0,0.0,21.663452,0.0,0.0,21.663452,0.0,0.0,21.663452,21.663452,0.0,0.0,21.663452,0.0,0.0,,,6.1923623,3.0445225,4.3307333,2.1972246,7.607878,0.08892621,3.465736,134.14795,65.95487,93.818634,47.599472,164.81291,1.9264487,75.0798,6.150603,0.0
Boshcini et.al.,39,10,GDP growth 1965-2005,0,1,0,The primary export per GDP,0.0,1,0,0,-3.376,1.974,4.79,2.739,0.502,20,2919,75,40,Polity,1,1,1,1,0,1,1,1.0,0,-0.9714199999999997,0,0,1,0,0,2013,31,13,panel,OLS,1,1,0.093,,80,2899.0,-0.97142,2.4056685,-0.4038046,-0.0074995453,0.018572213,2899.1633,0.0125,53.84388,-0.4038046,0.0,1.0,0.0,0.018572737,157170.28,1076.8776,156093.4,4038.291,2153.7551,108387.73,5.0074806,1669.1603,53.84388,53.84388,53.84388,0.0,53.84388,53.84388,53.84388,53.84388,53.84388,0.0,0.0,0.0,53.84388,0.0,0.0,53.84388,0.0,0.0,53.84388,53.84388,0.0,0.0,53.84388,0.0,0.0,,,7.979339,3.0445225,4.3307333,3.713572,7.607878,0.08892621,3.465736,429.63858,163.92891,233.18349,199.95312,409.63766,4.788132,186.60867,7.972466,0.0
